               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.023993,            0.010914,            0.025962,             0.84998,             0.81902,             0.91684,              0.6736,            0.014436,           0.0033199,           0.0093007,           0.0082133,           0.0082133,           0.0082133
                  69,             0.02681,            0.010834,            0.030007,             0.67361,             0.86229,             0.86391,             0.62586,            0.015596,           0.0032613,            0.012297,           0.0081867,           0.0081867,           0.0081867
                  70,            0.024553,            0.011082,            0.029628,             0.87173,             0.78278,             0.92314,             0.65386,            0.016071,           0.0033968,              0.0101,             0.00816,             0.00816,             0.00816
                  71,             0.02527,            0.011002,            0.028959,             0.80665,              0.8991,             0.90701,             0.69048,            0.013269,            0.003341,           0.0076066,           0.0081333,           0.0081333,           0.0081333
                  72,            0.024771,            0.010459,             0.02749,             0.79019,             0.77433,             0.86951,             0.65658,            0.013373,           0.0034386,            0.013765,           0.0081067,           0.0081067,           0.0081067
                  73,            0.025256,            0.010905,            0.029146,             0.77124,             0.87305,              0.9105,              0.6715,            0.013021,           0.0032814,           0.0088537,             0.00808,             0.00808,             0.00808
                  74,             0.02401,            0.011146,            0.029244,             0.74328,             0.81125,             0.88438,               0.631,            0.016793,           0.0035497,            0.017432,           0.0080533,           0.0080533,           0.0080533
                  75,            0.024435,            0.011248,            0.028537,              0.8664,             0.79669,             0.91926,             0.68512,            0.015669,            0.003379,           0.0085296,           0.0080267,           0.0080267,           0.0080267
                  76,            0.025387,            0.011041,            0.028175,             0.81819,              0.8555,             0.90501,             0.60806,            0.017064,           0.0034402,           0.0092559,               0.008,               0.008,               0.008
                  77,            0.024554,            0.010719,            0.029412,             0.74206,             0.88997,             0.90981,             0.67943,            0.014112,           0.0033531,            0.010066,           0.0079733,           0.0079733,           0.0079733
                  78,            0.024321,            0.010692,            0.028077,             0.87803,             0.80723,             0.90253,             0.65228,            0.014853,           0.0033315,           0.0069341,           0.0079467,           0.0079467,           0.0079467
                  79,            0.023713,            0.010485,            0.027611,             0.81401,              0.8357,             0.90267,              0.6705,            0.013707,           0.0034065,            0.011049,             0.00792,             0.00792,             0.00792
                  80,            0.022382,            0.010432,            0.027175,             0.73713,              0.8439,             0.87925,             0.65188,            0.014209,            0.003261,            0.013867,           0.0078933,           0.0078933,           0.0078933
                  81,            0.024016,            0.010756,            0.026375,             0.84539,             0.82033,             0.90409,             0.65556,            0.014635,           0.0033266,           0.0085974,           0.0078667,           0.0078667,           0.0078667
                  82,            0.023003,            0.010377,             0.02396,             0.88523,             0.83846,             0.92535,             0.67275,             0.01422,           0.0031067,            0.010785,             0.00784,             0.00784,             0.00784
                  83,            0.023466,            0.010575,            0.026441,             0.86388,             0.84211,             0.91234,             0.69671,            0.014593,           0.0031822,             0.01035,           0.0078133,           0.0078133,           0.0078133
                  84,            0.024622,            0.010503,            0.027749,             0.90441,             0.79468,             0.90875,             0.66203,            0.014928,            0.003413,            0.013057,           0.0077867,           0.0077867,           0.0077867
                  85,            0.023273,             0.01034,            0.025414,             0.86171,             0.83725,             0.91723,             0.69063,            0.012657,           0.0032136,           0.0096455,             0.00776,             0.00776,             0.00776
                  86,            0.022815,            0.010474,            0.024494,             0.89783,             0.83001,             0.92972,             0.71913,             0.01283,           0.0031766,            0.010341,           0.0077333,           0.0077333,           0.0077333
                  87,            0.022928,            0.010416,            0.025241,             0.82535,             0.82615,             0.90303,             0.66805,            0.014239,           0.0032952,           0.0098085,           0.0077067,           0.0077067,           0.0077067
                  88,            0.022889,            0.010328,            0.026408,             0.85689,             0.86134,             0.92381,             0.71341,            0.013616,            0.003213,           0.0087874,             0.00768,             0.00768,             0.00768
                  89,            0.023228,            0.010572,             0.02617,             0.84683,             0.86523,             0.90722,             0.67231,            0.013358,            0.003203,           0.0087242,           0.0076533,           0.0076533,           0.0076533
                  90,            0.023445,            0.010322,             0.02555,             0.89278,             0.81481,             0.93221,             0.71647,            0.014632,           0.0033046,            0.008132,           0.0076267,           0.0076267,           0.0076267
                  91,            0.022986,            0.010215,            0.025219,             0.79106,              0.8949,              0.9076,             0.66078,            0.013486,           0.0032866,            0.007638,              0.0076,              0.0076,              0.0076
                  92,            0.023511,            0.010518,            0.025375,             0.84589,             0.79507,              0.8804,             0.64866,            0.014365,           0.0032419,            0.011063,           0.0075733,           0.0075733,           0.0075733
                  93,            0.024514,             0.01061,            0.027547,             0.81478,             0.80945,              0.8955,             0.67543,            0.013681,           0.0034157,           0.0076552,           0.0075467,           0.0075467,           0.0075467
                  94,            0.024825,            0.010353,            0.026107,             0.87087,             0.82918,             0.90456,             0.68858,            0.013887,           0.0033216,           0.0082718,             0.00752,             0.00752,             0.00752
                  95,            0.024091,            0.010151,            0.026095,             0.87599,             0.86225,              0.9319,             0.70078,            0.013274,           0.0033299,           0.0080259,           0.0074933,           0.0074933,           0.0074933
                  96,            0.023998,            0.010101,            0.025814,             0.86025,             0.82275,             0.91194,             0.69837,            0.012593,           0.0032654,           0.0067423,           0.0074667,           0.0074667,           0.0074667
                  97,            0.024032,            0.010146,            0.025778,             0.84992,             0.83043,             0.91421,             0.68387,            0.014743,           0.0034459,            0.008715,             0.00744,             0.00744,             0.00744
                  98,            0.023986,            0.010275,            0.025551,             0.77183,             0.86667,             0.90373,             0.66221,            0.015555,           0.0034256,            0.011172,           0.0074133,           0.0074133,           0.0074133
                  99,            0.023445,            0.010404,            0.025951,              0.8382,             0.82613,             0.90845,             0.70792,             0.01299,           0.0031668,            0.011461,           0.0073867,           0.0073867,           0.0073867
                 100,            0.023288,            0.010265,            0.025207,             0.82965,             0.85435,             0.91403,             0.66035,            0.013706,           0.0032823,            0.010675,             0.00736,             0.00736,             0.00736
                 101,            0.022022,            0.010085,            0.025362,             0.90224,             0.82595,             0.92273,             0.70081,            0.013449,           0.0032429,            0.007552,           0.0073333,           0.0073333,           0.0073333
                 102,            0.022635,            0.010052,            0.023878,             0.85961,             0.84489,             0.91913,             0.66584,            0.013553,            0.003136,            0.011176,           0.0073067,           0.0073067,           0.0073067
                 103,            0.022737,            0.010332,            0.024292,              0.8559,             0.84768,             0.93606,             0.71593,            0.013028,           0.0031235,           0.0082433,             0.00728,             0.00728,             0.00728
                 104,            0.021712,           0.0098706,            0.023154,             0.83739,             0.84479,             0.91339,             0.68615,            0.013909,            0.003142,            0.009499,           0.0072533,           0.0072533,           0.0072533
